N,P,K,temperature,humidity,pH,crop,Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
0,53.32688375080495,105.60711067546174,28.41488262343285,49.27140320839036,7.880300249893345,groundnut,127.56148404436928,74.62773960356806,48.93396778016656,20,94.20449245189542,56.31160568209551,Standard Application,"N: 0.00 kg/ha, P2O5: 94.20 kg/ha, K2O: 56.31 kg/ha. Notes: Standard Application"
67.95638044683879,61.110029633235946,53.73703285136656,24.08088887309288,61.09092304102991,7.770972916972958,turmeric,109.74270423906034,58.60578036394863,62.25966561,128.68919403996347,60.0318634,75.32325592320231,Standard Application,"N: 128.69 kg/ha, P2O5: 60.03 kg/ha, K2O: 75.32 kg/ha. Notes: Standard Application"
0,72.10250872585924,0,32.36454413654035,70.60070573434479,6.299457869202966,mungbean,97.82143138278346,64.31333430647855,26.57507559804328,20,48.64990652103592,10,Standard Application,"N: 0.00 kg/ha, P2O5: 48.65 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
90,59.236,1,30.522,60.004,6.635,kangkong,102.958,75,71.949,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
115,80,40,15,60.41,6.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
105.85216070244896,56.97320701357276,104.39047275890424,34.165595051294986,67.40081245275259,7.189616998294961,kangkong,121.73904016386685,61.91548275007336,116.0455975076645,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
60,40,25,30,60.41,7.5,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
2.694338017792486,27.60908821,0,25.876434279931463,94.13562357332997,5.806269151657991,coconut,122.05557077335764,65.28419294060521,57.05460694182344,300,150,300,Standard Application,"N: 440.57 kg/ha, P2O5: 311.86 kg/ha, K2O: 1164.83 kg/ha. Notes: Standard Application"
32,68,19,24.62835037,18.18325169,5.514234138,kidneybeans,25,40,25,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
27,21,30,35.3915464,52.48823147,5.061081874,mango,120,60,60,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
5,19,22,33.66,63.43,6.5,coffee,120,60,60,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
20,20,45,20,60.41,5.5,turmeric,120,60,60,150,60,120,Standard Application,"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
85,34.464,96,25.228,81.657,6.708,tur,82.398,49.563,65.393,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
43.97296641487153,29.271780564781977,15.674759583380675,25.42156347212825,58.43122731307022,5.944755921196569,chickpea,149.48693613742063,62.94300485811368,78.34952604585389,33.66288912336076,67.14380674431604,57.836709933244194,Standard Application,"N: 33.66 kg/ha, P2O5: 67.14 kg/ha, K2O: 57.84 kg/ha. Notes: Standard Application"
45,61,78,19.48649305,16.06240074,6.489389282,chickpea,114.26962312269764,57.27897421365826,62.18192122414282,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
108,33,92,28.76,60.41,5.5,spinach,120,60,60,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
30,50,25,15,60.41,6,gram,20,40,20,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
114.8762660925008,26.46128103362904,23.551838366720435,23.823034140115016,73.60109600494634,6.554695919,mulberry,135.1246998113562,69.90760023,69.49250766470782,300,107.54042362482411,171.18887501621745,Standard Application,"N: 316.45 kg/ha, P2O5: 107.54 kg/ha, K2O: 171.19 kg/ha. Notes: Standard Application"
187.19373985908533,61.84002879737516,273.2566527001944,27.952820635528003,60.26085455324759,6.815092826573839,ragi,71.70699972311544,39.91109318089087,42.52930956239644,69.12211142255575,63.14260700190731,10,Standard Application,"N: 69.12 kg/ha, P2O5: 63.14 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
76,57,18,18.9802729,74.52600826,6.092725883,lettuce,150,75,75,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
35.390412961809886,32.97581000091837,0,30.12327479,56.12936911035911,6.758712050243745,tur,13.760567321506272,39.29196831807842,26.727325006380084,20,29.554696478314792,37.95416578963867,Standard Application,"N: 3.44 kg/ha, P2O5: 29.55 kg/ha, K2O: 37.95 kg/ha. Notes: Standard Application"
53,45.461,100,30.228,67.171,6.828,jowar,168.542,47.758,24.698,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
98,43,35,25.40785911,76.44048625,7.319952206,jute,100,60,60,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
99.42624924467091,82.13594955255583,49.79344448822559,35.96758913516618,44.85976070029022,5.833624314773888,ragi,43.037445876293376,41.31901555466628,46.05848095618068,20,23.75799739237566,51.59018826985871,Standard Application,"N: 0.00 kg/ha, P2O5: 23.76 kg/ha, K2O: 51.59 kg/ha. Notes: Standard Application"
118.1651807290062,2.0029966176594254,49.14061308300388,25.926678074519504,86.91054074406681,6.392645512099083,watermelon,93.25848720044276,60.80452991101205,60.490845,69.61348306221797,54.89711492967714,168.47189968351103,Standard Application,"N: 69.61 kg/ha, P2O5: 54.90 kg/ha, K2O: 168.47 kg/ha. Notes: Standard Application"
11,6,25,28.69164799,96.65248672,6.081568052,coconut,120,60,60,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
22,43,24,25.42517036,53.2208266,4.52363558,mothbeans,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
60,55,55,30,60.41,7.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
99.58791516433187,72.76413646188784,49.36655709320844,23.11257903895615,62.53677535248915,6.218156040125255,lettuce,17.566012770507605,62.355477057120645,77.55336430527173,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
150,85,129,30.052,48.893,7.5,jowar,91.893,57.887,42.624,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
177.26430932562025,61.26035839079701,288.3100319987595,28.69995556547968,61.25062370382469,7.397515466719463,ragi,80.8152566,38.96724619,39.80415859092166,40.358339910679234,46.25616332759178,21.783894427165155,Standard Application,"N: 40.36 kg/ha, P2O5: 46.26 kg/ha, K2O: 21.78 kg/ha. Notes: Standard Application"
51.65702810231704,20.90133221478712,0,29.63958930586492,60.41926910269398,6.501477774780907,moong,17.939565552022316,28.484531007422827,9.991205219674422,20,65.92913818661579,160.96724293884387,Standard Application,"N: 1.88 kg/ha, P2O5: 65.93 kg/ha, K2O: 160.97 kg/ha. Notes: Standard Application"
31,56.432,43,32.313,47.599,6.629,coconut,80.306,72.208,99.375,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
140.7183328498121,98.76109679183924,308.43808486149106,30.814635133385902,56.380107575665335,7.377307422153719,ragi,67.95580401503953,35.26445592780894,35.809392660250474,72.21611431831926,39.745835804510094,10,Standard Application,"N: 72.22 kg/ha, P2O5: 39.75 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
85,55,60,35,60.41,6,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
28.70054328924291,54.86674243,22.285193771058783,24.730318857950216,60.07695861787162,6.601687580669249,groundnut,28.35419228,60.13793180211982,40.76831114873725,20,44.01074522,62.73823392721276,Standard Application,"N: 10.19 kg/ha, P2O5: 44.01 kg/ha, K2O: 62.74 kg/ha. Notes: Standard Application"
68.05473490909644,27.37950821310244,51.71368010238005,20.807596874927487,79.90450003,5.539028375245559,apple,136.45755923388214,57.64287868732553,52.61962474865379,151.19523813406988,63.36763913124595,143.35886146512684,Standard Application,"N: 151.20 kg/ha, P2O5: 63.37 kg/ha, K2O: 143.36 kg/ha. Notes: Standard Application"
26.19287494441569,39.05146638772178,28.20457470465077,30.019815233244223,61.241198904710025,5.927771256637977,groundnut,31.80605238005204,60.62119012545024,39.81575454505237,20,60.09930263739342,32.20929145,Standard Application,"N: 9.31 kg/ha, P2O5: 60.10 kg/ha, K2O: 32.21 kg/ha. Notes: Standard Application"
25.661601692045977,72.54592668972448,56.46711982944348,18.34577537693329,28.685751161141525,5.382392361645845,kidneybeans,30.242803790278906,40.05158858,27.20517133411497,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
64,85,1,31.313,62.633,6.494,lettuce,167.485,55.394,20,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
46.18281862189631,40.781291090821895,77.03536897,18.81630903841338,57.99769674040163,6.349883777096154,ginger,97.52399679570696,57.90953503082845,51.56003248081181,90.51551522242536,70.23969085295583,104.86951215033076,Standard Application,"N: 90.52 kg/ha, P2O5: 70.24 kg/ha, K2O: 104.87 kg/ha. Notes: Standard Application"
45.14704117416161,26.823507536002925,25.878295169467886,24.62338821974261,59.24360360897894,5.982762520174988,tur,22.27577276138293,40.01784597235836,21.57960426500185,20,41.68698057369606,30.09154314282955,Standard Application,"N: 19.96 kg/ha, P2O5: 41.69 kg/ha, K2O: 30.09 kg/ha. Notes: Standard Application"
128.5165083,18.779884304089485,61.21091751,35.321374069640505,74.78785551008423,5.475108613989021,watermelon,101.26242398914712,51.441987834549245,57.41432618467547,99.58990790460864,45.21631349,135.27812854692513,Standard Application,"N: 99.59 kg/ha, P2O5: 45.22 kg/ha, K2O: 135.28 kg/ha. Notes: Standard Application"
75.61563772120178,79.47598212726835,141.48485414818344,22.840653403697363,73.94347956331968,6.459315337248812,pigeonpeas,111.58217951357332,75.27317397724474,59.90426993209885,20,49.45955879470522,10,Standard Application,"N: 17.31 kg/ha, P2O5: 49.46 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
83,68.313,1,25.875,57.942,5.958,jowar,180,47.006,40.218,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
162,58,349,28.76,60.41,6.1,ragi,80,40,40,50,40,25,Standard Application,"N: 50.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 25.00 kg/ha. Notes: Standard Application"
51.544570622292255,59.69548706962337,63.58003031227194,31.99757076290506,52.87160355904997,5.406600990846794,ginger,115.96641097112747,62.99343071468088,56.40302550962913,125.02648333687168,83.07071988,69.52351035841859,Standard Application,"N: 125.03 kg/ha, P2O5: 83.07 kg/ha, K2O: 69.52 kg/ha. Notes: Standard Application"
81.62582813903083,30.332607477293067,38.13878039888349,29.058374434540298,66.87346591,6.018419729048726,mulberry,109.68339430310075,60.49500768281602,49.85439481699477,277.3991673007059,100.92832400124225,111.56051309166207,Standard Application,"N: 277.40 kg/ha, P2O5: 100.93 kg/ha, K2O: 111.56 kg/ha. Notes: Standard Application"
36.20675695569618,56.89302986446774,49.2736774,34.25035416,92.44293908023172,6.709503294621211,papaya,93.84393082,60.51024411173181,61.43232071751954,261.9628882096873,150,300,Standard Application,"N: 261.96 kg/ha, P2O5: 259.04 kg/ha, K2O: 551.76 kg/ha. Notes: Standard Application"
102,32,67,28.76,60.41,5.8,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
15,36,27,27.78912455,53.96886679,5.643710216,mango,120,60,60,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
71,68.663,104,33.938,49.325,6.642,coffee,152.681,46.591,86.735,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
73,43,42,26.58361011,78.00774772,6.310699968,jute,100,60,60,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
33.02760746366204,41.02694951565438,33.53976128344436,30.02506593541693,60.22785479683652,6.464270855235942,groundnut,29.622849913229576,60.360788976903386,39.08610685190866,20,65.22981924542373,39.86930605543173,Standard Application,"N: 13.02 kg/ha, P2O5: 65.23 kg/ha, K2O: 39.87 kg/ha. Notes: Standard Application"
43.77366514167532,80.12025189660478,37.32826723179364,34.054642310871465,63.91074491499433,6.113816745,wheat,125.27047592516942,52.81747713271247,89.25420600448015,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
84,54.046,136,28.903,59.066,5.624,coffee,97.339,50.873,47.289,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
78.14271560525798,53.12933060579441,0,26.173520929918496,58.84715946590028,6.452645026747742,urad,0,32.247159981949096,15.223598914538066,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
145,50.162,1,30.377,69.788,6.941,muskmelon,60.344,65.948,44.466,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
29,140,195,23.64082979,90.95257927,5.560521058,apple,120,60,60,150,75,150,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
40.92180244629593,73.50893997398933,34.67770706485925,16.19372495167437,13.860511611107706,5.765253183,kidneybeans,19.61400250267721,39.83315772782187,18.69035265579547,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
150,33.832,1,34.399,47.599,7.228,jowar,129.791,52.78,32.839,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
8,44.291,1,25.646,52.067,6.534,kangkong,180,71.512,78.017,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
64,45,43,25.62980105,83.52842314,5.534878156,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
113.38633204034574,88.11438149,16.841876427082774,27.112289582651066,86.44351838424166,5.792324750695606,banana,115.9723331068723,61.79691357688089,59.36314215,300,126.76533023451368,300,Standard Application,"N: 387.01 kg/ha, P2O5: 126.77 kg/ha, K2O: 657.71 kg/ha. Notes: Standard Application"
27.15784583180537,45.15982873,23.054050879099098,22.017431874081097,57.42519019,7.317574000235257,gram,32.37310695052667,42.00605024638859,20.907748000667503,68.96272178693205,78.25769047882756,138.83780153370228,Standard Application,"N: 68.96 kg/ha, P2O5: 78.26 kg/ha, K2O: 138.84 kg/ha. Notes: Standard Application"
5,24,40,24.692258,93.87030088,6.297907579,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
25.437014084377847,15.518339893531362,49.63981551193149,27.46251542226004,46.91270794841528,5.570783083265915,mango,134.4488158,59.35842502,61.18709832051079,255.88589470478937,135.98853211413274,276.25081501622867,Standard Application,"N: 255.89 kg/ha, P2O5: 135.99 kg/ha, K2O: 276.25 kg/ha. Notes: Standard Application"
140,100,339,28.76,60.41,5.8,ragi,80,40,40,50,40,25,Standard Application,"N: 50.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 25.00 kg/ha. Notes: Standard Application"
67.13272054726505,25.23970858186266,42.16034843,18.359090872263693,57.02094026945555,5.849247142466887,soybean,50.91121560564208,45.67549231228209,22.10852164098637,20,41.589967471679074,10,Standard Application,"N: 0.00 kg/ha, P2O5: 41.59 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
37,78,79,19.95264829,14.82633099,7.786366322,chickpea,114.26962312269764,57.27897421365826,62.18192122414282,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
75,46.662,62,27.895,69.81,6.956,sugarcane,44.998,66.107,84.104,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
45.55475025772333,9.232025395430211,5.962470612073823,19.855071940645285,47.88527641432256,7.917680725,coffee,152.7384915653472,55.65258745294352,24.879376173893576,77.47358002941777,10,105.26170759082056,Standard Application,"N: 77.47 kg/ha, P2O5: 5.26 kg/ha, K2O: 105.26 kg/ha. Notes: Standard Application"
66.52101467301647,59.76265103835118,79.68197325218483,27.187515172290915,79.73929371712524,6.991754068338351,jute,120.01076674285945,63.73146157488453,63.16852491,81.14306329711727,33.15295433524344,63.48106725839445,Standard Application,"N: 81.14 kg/ha, P2O5: 33.15 kg/ha, K2O: 63.48 kg/ha. Notes: Standard Application"
34,60,22,17.66148158,18.15302753,5.635231778,kidneybeans,25,40,25,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
60,50,60,25,60.41,6,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
0,123.93952977005324,220.0936635204041,23.25065017125154,97.11888363716628,6.029576796481962,apple,112.33905740589644,57.14095709048713,67.49513962774128,213.65636716700163,85.30477510378827,89.60643979,Standard Application,"N: 213.66 kg/ha, P2O5: 85.30 kg/ha, K2O: 89.61 kg/ha. Notes: Standard Application"
115,50,40,15,60.41,6.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
88.24899160334056,5.369892286532214,90.41618924558956,24.22890915848913,85.14320640258188,6.199638291190694,watermelon,91.23679781365058,60.38084599225075,58.06017525540226,111.51922339722664,55.35751721953551,75.46142806294536,Standard Application,"N: 111.52 kg/ha, P2O5: 55.36 kg/ha, K2O: 75.46 kg/ha. Notes: Standard Application"
50,55,70,35,60.41,6.5,ginger,100,60,60,100,75,125,Standard Application,"N: 100.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 125.00 kg/ha. Notes: Standard Application"
